Age;Job;Marital;Education;Default;Balance;Housing;Loan;Contact;Day;Month;Duration;Campaign;Pdays;Previous;Poutcome;Y
59;Retired;Married;Secondary;No;319;Yes;No;Unknown;5;May;143;3;-1;0;Unknown;No
39;Services;Divorced;Secondary;No;-185;Yes;No;Unknown;5;May;189;3;-1;0;Unknown;No
49;Services;Married;Secondary;No;47;No;No;Unknown;5;May;234;2;-1;0;Unknown;No
38;Services;Single;Secondary;No;570;Yes;No;Unknown;5;May;75;2;-1;0;Unknown;No
36;Self-employed;Married;Tertiary;No;19;No;No;Unknown;5;May;189;2;-1;0;Unknown;No
50;Blue-collar;Married;Primary;No;61;Yes;No;Unknown;5;May;621;3;-1;0;Unknown;No
41;Admin;Married;Secondary;No;-62;Yes;Yes;Unknown;5;May;55;2;-1;0;Unknown;No
54;Technician;Married;Tertiary;No;258;No;No;Unknown;5;May;310;4;-1;0;Unknown;No
58;Blue-collar;Married;Primary;No;76;Yes;No;Unknown;5;May;156;2;-1;0;Unknown;No
30;Blue-collar;Single;Secondary;No;0;Yes;No;Unknown;5;May;5;2;-1;0;Unknown;No
33;Admin;Single;Secondary;No;352;Yes;No;Unknown;5;May;225;2;-1;0;Unknown;No
47;Admin;Married;Secondary;No;368;Yes;No;Unknown;5;May;125;2;-1;0;Unknown;No
50;Technician;Single;Tertiary;No;339;Yes;No;Unknown;5;May;2;3;-1;0;Unknown;No
32;Blue-collar;Married;Secondary;No;1331;Yes;No;Unknown;5;May;286;2;-1;0;Unknown;No
40;Self-employed;Married;Secondary;No;672;Yes;No;Unknown;5;May;164;2;-1;0;Unknown;No
37;Management;Married;Tertiary;No;58;Yes;No;Unknown;5;May;98;2;-1;0;Unknown;No
54;Technician;Single;Unknown;No;447;Yes;No;Unknown;5;May;742;2;-1;0;Unknown;No
24;Student;Single;Secondary;No;423;Yes;No;Unknown;5;May;226;3;-1;0;Unknown;No
54;Management;Married;Tertiary;No;0;No;No;Unknown;5;May;120;2;-1;0;Unknown;No
34;Technician;Married;Secondary;No;19;Yes;No;Unknown;5;May;362;4;-1;0;Unknown;No
56;Technician;Divorced;Primary;No;13;Yes;No;Unknown;5;May;357;2;-1;0;Unknown;No
31;Blue-collar;Single;Secondary;No;3;Yes;No;Unknown;5;May;200;2;-1;0;Unknown;No
24;Student;Single;Secondary;No;82;Yes;No;Unknown;5;May;204;2;-1;0;Unknown;No
42;Blue-collar;Divorced;Primary;No;28;Yes;No;Unknown;5;May;126;3;-1;0;Unknown;No
57;Technician;Married;Secondary;No;792;Yes;No;Unknown;5;May;65;2;-1;0;Unknown;No
42;Blue-collar;Married;Unknown;No;408;Yes;No;Unknown;5;May;107;2;-1;0;Unknown;No
51;Admin;Married;Secondary;No;531;Yes;No;Unknown;5;May;267;2;-1;0;Unknown;No
57;Retired;Married;Secondary;No;211;Yes;No;Unknown;5;May;248;2;-1;0;Unknown;No
36;Services;Single;Secondary;No;62;Yes;No;Unknown;5;May;215;2;-1;0;Unknown;No
53;Services;Married;Unknown;No;257;Yes;No;Unknown;5;May;209;2;-1;0;Unknown;No
50;Technician;Married;Secondary;No;1234;Yes;No;Unknown;5;May;205;2;-1;0;Unknown;No
54;Management;Married;Tertiary;No;313;Yes;No;Unknown;5;May;83;2;-1;0;Unknown;No
55;Blue-collar;Married;Secondary;No;89;Yes;No;Unknown;5;May;106;3;-1;0;Unknown;No
44;Blue-collar;Married;Secondary;No;129;Yes;Yes;Unknown;5;May;189;2;-1;0;Unknown;No
43;Management;Married;Unknown;No;0;Yes;No;Unknown;5;May;105;2;-1;0;Unknown;No
56;Admin;Married;Secondary;No;353;Yes;No;Unknown;5;May;106;2;-1;0;Unknown;No
54;Technician;Married;Unknown;No;851;Yes;No;Unknown;5;May;108;2;-1;0;Unknown;No
55;Services;Divorced;Primary;No;96;Yes;Yes;Unknown;5;May;311;2;-1;0;Unknown;No
37;Services;Divorced;Secondary;No;398;Yes;Yes;Unknown;5;May;214;2;-1;0;Unknown;No
33;Admin;Single;Tertiary;No;193;No;No;Unknown;5;May;132;2;-1;0;Unknown;No
46;Admin;Married;Secondary;No;-358;Yes;No;Unknown;5;May;358;2;-1;0;Unknown;No
36;Blue-collar;Married;Secondary;No;539;Yes;Yes;Unknown;5;May;453;2;-1;0;Unknown;No
51;Technician;Single;Secondary;No;0;Yes;No;Unknown;5;May;364;2;-1;0;Unknown;No
40;Retired;Single;Primary;No;0;No;No;Unknown;5;May;136;2;-1;0;Unknown;No
42;Blue-collar;Married;Secondary;No;490;Yes;No;Unknown;5;May;386;2;-1;0;Unknown;No
51;Blue-collar;Married;Secondary;No;0;Yes;No;Unknown;5;May;173;2;-1;0;Unknown;No
49;Blue-collar;Married;Unknown;No;403;Yes;No;Unknown;5;May;241;2;-1;0;Unknown;No
48;Management;Married;Secondary;No;161;Yes;No;Unknown;5;May;224;3;-1;0;Unknown;No
32;Technician;Divorced;Tertiary;No;2558;No;No;Unknown;5;May;148;2;-1;0;Unknown;No
31;Admin;Single;Secondary;No;98;Yes;No;Unknown;5;May;196;2;-1;0;Unknown;No
55;Management;Single;Tertiary;No;115;No;No;Unknown;5;May;111;4;-1;0;Unknown;No
40;Blue-collar;Single;Secondary;No;436;Yes;No;Unknown;5;May;231;3;-1;0;Unknown;No
47;Technician;Married;Tertiary;No;831;Yes;No;Unknown;5;May;316;3;-1;0;Unknown;No
57;Technician;Married;Unknown;No;206;Yes;No;Unknown;5;May;216;3;-1;0;Unknown;No
41;Blue-collar;Married;Secondary;No;290;Yes;No;Unknown;5;May;240;2;-1;0;Unknown;No
48;Blue-collar;Married;Secondary;No;1;No;No;Unknown;5;May;669;3;-1;0;Unknown;No
42;Blue-collar;Married;Unknown;No;57;Yes;No;Unknown;5;May;425;2;-1;0;Unknown;No
30;Blue-collar;Single;Secondary;No;-457;Yes;No;Unknown;5;May;143;2;-1;0;Unknown;No
58;Management;Single;Tertiary;No;1387;Yes;No;Unknown;5;May;174;5;-1;0;Unknown;No
45;Management;Divorced;Tertiary;No;24598;Yes;No;Unknown;5;May;313;3;-1;0;Unknown;No
49;Blue-collar;Married;Secondary;No;30;Yes;No;Unknown;5;May;135;4;-1;0;Unknown;No
42;Admin;Single;Secondary;No;1022;Yes;No;Unknown;5;May;146;2;-1;0;Unknown;No
53;Technician;Married;Secondary;No;56;Yes;Yes;Unknown;5;May;152;2;-1;0;Unknown;No
51;Admin;Single;Secondary;Yes;-2;No;No;Unknown;5;May;402;3;-1;0;Unknown;No
32;Services;Single;Secondary;No;121;Yes;No;Unknown;5;May;213;2;-1;0;Unknown;No
41;Blue-collar;Single;Secondary;No;842;Yes;No;Unknown;5;May;144;3;-1;0;Unknown;No
43;Management;Divorced;Secondary;No;693;Yes;No;Unknown;5;May;124;3;-1;0;Unknown;No
40;Blue-collar;Divorced;Secondary;No;-333;Yes;No;Unknown;5;May;183;2;-1;0;Unknown;No
50;Blue-collar;Married;Primary;No;1533;Yes;No;Unknown;5;May;325;2;-1;0;Unknown;No
34;Management;Married;Tertiary;No;46;Yes;No;Unknown;5;May;39;4;-1;0;Unknown;No
53;Services;Married;Unknown;No;18;No;No;Unknown;5;May;503;2;-1;0;Unknown;No
45;Technician;Married;Secondary;No;44;Yes;No;Unknown;5;May;95;4;-1;0;Unknown;No
39;Blue-collar;Married;Primary;No;-100;Yes;No;Unknown;5;May;680;2;-1;0;Unknown;No
44;Services;Married;Tertiary;No;510;Yes;No;Unknown;5;May;421;4;-1;0;Unknown;No
55;Management;Married;Tertiary;No;685;Yes;No;Unknown;5;May;174;3;-1;0;Unknown;No
46;Management;Single;Tertiary;No;187;Yes;No;Unknown;5;May;113;2;-1;0;Unknown;No
45;Blue-collar;Married;Secondary;No;66;Yes;No;Unknown;5;May;808;2;-1;0;Unknown;No
34;Admin;Married;Secondary;No;560;Yes;No;Unknown;5;May;198;3;-1;0;Unknown;No
36;Blue-collar;Married;Secondary;No;0;Yes;No;Unknown;5;May;195;2;-1;0;Unknown;No
59;Unknown;Divorced;Unknown;No;27;No;No;Unknown;5;May;347;3;-1;0;Unknown;No
31;Admin;Single;Secondary;No;12;Yes;No;Unknown;5;May;208;2;-1;0;Unknown;No
44;Blue-collar;Single;Secondary;No;34;Yes;No;Unknown;5;May;404;4;-1;0;Unknown;No
33;Entrepreneur;Single;Tertiary;No;1068;Yes;No;Unknown;5;May;396;2;-1;0;Unknown;No
40;Blue-collar;Married;Secondary;No;211;Yes;No;Unknown;5;May;216;4;-1;0;Unknown;No
46;Admin;Single;Tertiary;No;377;Yes;No;Unknown;5;May;98;2;-1;0;Unknown;No
48;Management;Married;Tertiary;No;263;Yes;No;Unknown;5;May;350;2;-1;0;Unknown;No
42;Services;Married;Secondary;No;1263;Yes;No;Unknown;6;May;114;2;-1;0;Unknown;No
27;Services;Married;Secondary;No;8;Yes;No;Unknown;6;May;88;3;-1;0;Unknown;No
48;Admin;Married;Secondary;No;126;Yes;Yes;Unknown;6;May;379;2;-1;0;Unknown;No
59;Admin;Married;Secondary;No;230;Yes;No;Unknown;6;May;190;3;-1;0;Unknown;No
46;Technician;Married;Tertiary;No;841;Yes;No;Unknown;6;May;158;1;-1;0;Unknown;No
38;Admin;Divorced;Secondary;No;308;Yes;No;Unknown;6;May;102;1;-1;0;Unknown;No
43;Management;Divorced;Tertiary;No;1;Yes;No;Unknown;6;May;306;1;-1;0;Unknown;No
38;Admin;Divorced;Tertiary;No;86;Yes;No;Unknown;6;May;218;1;-1;0;Unknown;No
23;Student;Single;Secondary;No;157;Yes;No;Unknown;6;May;54;1;-1;0;Unknown;No
34;Services;Married;Secondary;No;22;Yes;No;Unknown;6;May;344;1;-1;0;Unknown;No
38;Admin;Married;Secondary;No;46;Yes;Yes;Unknown;6;May;195;1;-1;0;Unknown;No
37;Blue-collar;Married;Secondary;No;1293;No;No;Unknown;6;May;652;1;-1;0;Unknown;No
25;Admin;Single;Secondary;No;122;Yes;No;Unknown;6;May;286;1;-1;0;Unknown;No
48;Blue-collar;Married;Unknown;No;131;Yes;No;Unknown;6;May;189;1;-1;0;Unknown;No
49;Blue-collar;Single;Secondary;No;143;Yes;No;Unknown;6;May;83;1;-1;0;Unknown;No
38;Admin;Single;Secondary;No;393;No;No;Unknown;6;May;184;2;-1;0;Unknown;No
43;Blue-collar;Married;Primary;No;98;Yes;No;Unknown;6;May;235;1;-1;0;Unknown;No
33;Management;Married;Tertiary;No;0;Yes;No;Unknown;6;May;290;1;-1;0;Unknown;No
55;Blue-collar;Married;Secondary;No;224;Yes;No;Unknown;6;May;232;1;-1;0;Unknown;No
38;Blue-collar;Married;Secondary;No;757;Yes;No;Unknown;6;May;133;1;-1;0;Unknown;No
49;Services;Married;Secondary;No;245;Yes;Yes;Unknown;6;May;318;1;-1;0;Unknown;No
40;Management;Married;Secondary;No;8486;No;No;Unknown;6;May;260;3;-1;0;Unknown;No
43;Admin;Married;Unknown;No;350;No;No;Unknown;6;May;437;1;-1;0;Unknown;No
38;Blue-collar;Married;Secondary;No;20;Yes;No;Unknown;6;May;402;1;-1;0;Unknown;No
58;Services;Married;Secondary;No;1667;Yes;Yes;Unknown;6;May;85;1;-1;0;Unknown;No
57;Technician;Married;Unknown;No;345;Yes;No;Unknown;6;May;125;1;-1;0;Unknown;No
32;Unemployed;Married;Secondary;No;10;Yes;No;Unknown;6;May;501;4;-1;0;Unknown;No
56;Management;Married;Tertiary;No;830;Yes;Yes;Unknown;6;May;1201;1;-1;0;Unknown;Yes
58;Blue-collar;Divorced;Unknown;No;29;Yes;No;Unknown;6;May;253;1;-1;0;Unknown;No
60;Retired;Divorced;Secondary;No;545;Yes;No;Unknown;6;May;1030;1;-1;0;Unknown;Yes
37;Technician;Married;Tertiary;No;8730;Yes;No;Unknown;6;May;149;1;-1;0;Unknown;No
46;Technician;Divorced;Tertiary;No;477;Yes;No;Unknown;6;May;114;1;-1;0;Unknown;No
27;Admin;Married;Secondary;No;4;Yes;No;Unknown;6;May;243;1;-1;0;Unknown;No
43;Blue-collar;Married;Secondary;No;1205;Yes;No;Unknown;6;May;769;2;-1;0;Unknown;No
32;Technician;Single;Secondary;No;0;Yes;Yes;Unknown;6;May;135;3;-1;0;Unknown;No
40;Admin;Single;Secondary;No;263;Yes;No;Unknown;6;May;231;1;-1;0;Unknown;No
38;Admin;Married;Secondary;No;1;No;No;Unknown;6;May;76;1;-1;0;Unknown;No
34;Blue-collar;Married;Secondary;No;283;No;Yes;Unknown;6;May;199;1;-1;0;Unknown;No
47;Blue-collar;Married;Primary;No;206;Yes;No;Unknown;6;May;152;1;-1;0;Unknown;No
42;Housemaid;Married;Primary;No;17;Yes;No;Unknown;6;May;124;1;-1;0;Unknown;No
48;Technician;Married;Secondary;No;141;Yes;Yes;Unknown;6;May;424;1;-1;0;Unknown;No
29;Self-employed;Single;Tertiary;No;16;Yes;No;Unknown;6;May;43;1;-1;0;Unknown;No
50;Services;Married;Secondary;No;206;Yes;No;Unknown;6;May;154;1;-1;0;Unknown;No
52;Technician;Married;Unknown;No;7;No;No;Unknown;6;May;203;2;-1;0;Unknown;No
50;Management;Married;Tertiary;No;0;No;No;Unknown;6;May;326;1;-1;0;Unknown;No
58;Retired;Married;Tertiary;No;0;No;No;Unknown;6;May;393;1;-1;0;Unknown;No
46;Blue-collar;Divorced;Primary;No;1927;Yes;No;Unknown;6;May;241;3;-1;0;Unknown;No
38;Technician;Married;Secondary;No;284;Yes;No;Unknown;6;May;483;1;-1;0;Unknown;No
46;Blue-collar;Married;Secondary;No;1660;Yes;No;Unknown;6;May;259;1;-1;0;Unknown;No
32;Services;Single;Secondary;No;406;Yes;No;Unknown;6;May;227;1;-1;0;Unknown;No
51;Blue-collar;Married;Primary;No;230;Yes;No;Unknown;6;May;673;1;-1;0;Unknown;No
39;Admin;Single;Secondary;No;-25;Yes;No;Unknown;6;May;576;1;-1;0;Unknown;No
48;Admin;Married;Secondary;No;182;Yes;No;Unknown;6;May;180;2;-1;0;Unknown;No
36;Entrepreneur;Married;Tertiary;No;1169;Yes;No;Unknown;6;May;168;2;-1;0;Unknown;No
34;Admin;Divorced;Secondary;No;67;Yes;No;Unknown;6;May;90;1;-1;0;Unknown;No
40;Technician;Married;Secondary;No;77;No;No;Unknown;6;May;505;1;-1;0;Unknown;No
43;Unemployed;Married;Secondary;No;0;Yes;No;Unknown;6;May;245;1;-1;0;Unknown;No
52;Blue-collar;Divorced;Primary;No;55;Yes;Yes;Unknown;6;May;186;1;-1;0;Unknown;No
33;Technician;Married;Secondary;Yes;72;Yes;No;Unknown;6;May;623;1;-1;0;Unknown;No
49;Management;Single;Tertiary;No;163;Yes;No;Unknown;6;May;496;3;-1;0;Unknown;No
32;Management;Single;Tertiary;No;151;Yes;No;Unknown;6;May;118;1;-1;0;Unknown;No
39;Admin;Single;Secondary;No;113;Yes;No;Unknown;6;May;342;1;-1;0;Unknown;No
40;Blue-collar;Married;Secondary;No;0;Yes;No;Unknown;6;May;225;1;-1;0;Unknown;No
38;Technician;Single;Tertiary;No;9;Yes;No;Unknown;6;May;185;3;-1;0;Unknown;No
43;Management;Married;Secondary;No;375;Yes;No;Unknown;6;May;196;2;-1;0;Unknown;No
39;Services;Married;Secondary;No;1142;Yes;No;Unknown;6;May;276;1;-1;0;Unknown;No
54;Blue-collar;Married;Primary;No;2102;Yes;No;Unknown;6;May;76;1;-1;0;Unknown;No
38;Technician;Single;Tertiary;No;4325;Yes;No;Unknown;6;May;87;1;-1;0;Unknown;No
40;Blue-collar;Married;Secondary;No;217;Yes;No;Unknown;6;May;195;1;-1;0;Unknown;No
55;Admin;Married;Secondary;No;131;Yes;No;Unknown;6;May;744;1;-1;0;Unknown;No
42;Management;Married;Tertiary;No;1680;Yes;No;Unknown;6;May;765;1;-1;0;Unknown;No
39;Blue-collar;Married;Secondary;No;0;Yes;No;Unknown;6;May;262;1;-1;0;Unknown;No
40;Blue-collar;Married;Primary;No;46;Yes;No;Unknown;6;May;119;1;-1;0;Unknown;No
32;Blue-collar;Married;Secondary;No;320;Yes;No;Unknown;6;May;198;2;-1;0;Unknown;No
55;Admin;Married;Secondary;No;183;Yes;No;Unknown;6;May;150;1;-1;0;Unknown;No
45;Blue-collar;Married;Secondary;No;39;No;No;Unknown;6;May;241;1;-1;0;Unknown;No
35;Management;Single;Tertiary;No;560;Yes;No;Unknown;6;May;181;1;-1;0;Unknown;No
58;Technician;Divorced;Secondary;No;469;No;No;Unknown;6;May;196;1;-1;0;Unknown;No
35;Admin;Married;Secondary;No;530;Yes;No;Unknown;6;May;149;1;-1;0;Unknown;No
49;Services;Married;Primary;No;61;Yes;No;Unknown;6;May;246;1;-1;0;Unknown;No
34;Technician;Single;Tertiary;No;242;Yes;No;Unknown;6;May;112;1;-1;0;Unknown;No
36;Blue-collar;Married;Secondary;No;139;Yes;No;Unknown;6;May;309;2;-1;0;Unknown;No
24;Self-employed;Single;Secondary;No;0;Yes;No;Unknown;6;May;278;1;-1;0;Unknown;No
34;Technician;Married;Secondary;No;367;Yes;No;Unknown;6;May;140;1;-1;0;Unknown;No
51;Admin;Divorced;Secondary;No;228;Yes;No;Unknown;6;May;136;1;-1;0;Unknown;No
39;Technician;Single;Unknown;No;45248;Yes;No;Unknown;6;May;1623;1;-1;0;Unknown;Yes
50;Self-employed;Married;Unknown;No;-84;Yes;No;Unknown;6;May;101;1;-1;0;Unknown;No
32;Services;Single;Secondary;No;310;Yes;No;Unknown;6;May;144;1;-1;0;Unknown;No
42;Blue-collar;Married;Unknown;No;132;Yes;No;Unknown;6;May;238;1;-1;0;Unknown;No
50;Technician;Married;Secondary;No;797;Yes;No;Unknown;6;May;354;1;-1;0;Unknown;No
40;Services;Married;Secondary;No;71;No;No;Unknown;6;May;79;1;-1;0;Unknown;No
46;Management;Divorced;Unknown;No;2;Yes;No;Unknown;6;May;187;1;-1;0;Unknown;No
37;Management;Married;Tertiary;No;231;Yes;Yes;Unknown;6;May;451;2;-1;0;Unknown;No
34;Blue-collar;Married;Secondary;No;270;Yes;Yes;Unknown;6;May;159;1;-1;0;Unknown;No
44;Blue-collar;Married;Secondary;No;274;Yes;Yes;Unknown;6;May;409;1;-1;0;Unknown;No
40;Admin;Single;Secondary;No;-109;Yes;Yes;Unknown;6;May;170;1;-1;0;Unknown;No
37;Technician;Married;Secondary;No;1;Yes;No;Unknown;6;May;608;1;-1;0;Unknown;Yes
33;Blue-collar;Single;Secondary;Yes;-60;No;No;Unknown;6;May;243;1;-1;0;Unknown;No
35;Blue-collar;Married;Secondary;No;89;Yes;No;Unknown;6;May;145;2;-1;0;Unknown;No
58;Blue-collar;Divorced;Secondary;No;-11;No;No;Unknown;6;May;112;1;-1;0;Unknown;No
39;Blue-collar;Married;Primary;No;0;Yes;No;Unknown;6;May;262;2;-1;0;Unknown;No
43;Blue-collar;Married;Secondary;No;-509;Yes;No;Unknown;6;May;124;1;-1;0;Unknown;No
39;Unemployed;Married;Primary;No;408;Yes;No;Unknown;6;May;53;1;-1;0;Unknown;No
36;Services;Single;Primary;No;58;Yes;No;Unknown;6;May;134;1;-1;0;Unknown;No
57;Retired;Single;Secondary;No;1640;No;Yes;Unknown;6;May;204;4;-1;0;Unknown;No
36;Admin;Single;Secondary;No;20;Yes;No;Unknown;6;May;186;1;-1;0;Unknown;No
50;Blue-collar;Married;Primary;No;71;Yes;No;Unknown;6;May;678;1;-1;0;Unknown;No
55;Blue-collar;Married;Secondary;No;52;Yes;No;Unknown;6;May;182;1;-1;0;Unknown;No
44;Self-employed;Married;Tertiary;No;292;Yes;No;Unknown;6;May;162;1;-1;0;Unknown;No
44;Services;Divorced;Secondary;No;424;Yes;No;Unknown;6;May;27;1;-1;0;Unknown;No
39;Housemaid;Single;Primary;No;109;Yes;No;Unknown;6;May;699;3;-1;0;Unknown;No
46;Blue-collar;Married;Unknown;No;1044;Yes;No;Unknown;6;May;43;1;-1;0;Unknown;No
39;Blue-collar;Married;Secondary;No;983;Yes;No;Unknown;6;May;97;1;-1;0;Unknown;No
34;Admin;Married;Secondary;No;869;No;No;Unknown;6;May;1677;1;-1;0;Unknown;Yes
40;Blue-collar;Married;Primary;No;668;Yes;No;Unknown;6;May;283;2;-1;0;Unknown;No
50;Management;Married;Tertiary;No;964;Yes;No;Unknown;6;May;323;1;-1;0;Unknown;No
31;Management;Single;Secondary;No;301;Yes;No;Unknown;6;May;82;1;-1;0;Unknown;No
37;Admin;Single;Secondary;No;140;Yes;No;Unknown;6;May;310;1;-1;0;Unknown;No
39;Management;Single;Secondary;No;1877;Yes;No;Unknown;6;May;185;1;-1;0;Unknown;No
51;Blue-collar;Married;Primary;No;1127;Yes;No;Unknown;6;May;47;1;-1;0;Unknown;No
41;Technician;Married;Secondary;No;871;Yes;No;Unknown;6;May;145;1;-1;0;Unknown;No
41;Technician;Married;Secondary;No;767;Yes;Yes;Unknown;6;May;204;1;-1;0;Unknown;No
43;Blue-collar;Married;Secondary;No;0;No;No;Unknown;6;May;187;1;-1;0;Unknown;No
30;Services;Single;Secondary;No;209;Yes;No;Unknown;6;May;30;2;-1;0;Unknown;No
54;Management;Divorced;Primary;No;0;No;No;Unknown;6;May;472;1;-1;0;Unknown;No
43;Blue-collar;Divorced;Secondary;No;110;Yes;Yes;Unknown;6;May;448;1;-1;0;Unknown;No
59;Management;Divorced;Tertiary;No;-76;Yes;Yes;Unknown;6;May;264;1;-1;0;Unknown;No
47;Technician;Married;Unknown;No;178;Yes;No;Unknown;6;May;169;1;-1;0;Unknown;No
40;Blue-collar;Married;Primary;No;-66;Yes;No;Unknown;6;May;288;1;-1;0;Unknown;No
32;Technician;Married;Secondary;No;0;Yes;No;Unknown;6;May;176;2;-1;0;Unknown;No
29;Blue-collar;Married;Secondary;No;1;Yes;No;Unknown;6;May;215;1;-1;0;Unknown;No
36;Blue-collar;Married;Secondary;No;0;Yes;No;Unknown;6;May;337;1;-1;0;Unknown;No
55;Unemployed;Married;Tertiary;No;5345;No;No;Unknown;6;May;278;1;-1;0;Unknown;No
30;Blue-collar;Divorced;Secondary;No;-209;Yes;No;Unknown;6;May;188;2;-1;0;Unknown;No
39;Admin;Single;Secondary;No;0;Yes;No;Unknown;6;May;174;2;-1;0;Unknown;No
39;Blue-collar;Divorced;Secondary;No;42;Yes;No;Unknown;6;May;226;2;-1;0;Unknown;No
50;Blue-collar;Divorced;Secondary;No;41;Yes;No;Unknown;6;May;190;1;-1;0;Unknown;No
44;Blue-collar;Married;Secondary;No;-99;Yes;No;Unknown;6;May;111;2;-1;0;Unknown;No
37;Technician;Single;Secondary;No;17;Yes;No;Unknown;6;May;164;1;-1;0;Unknown;No
46;Admin;Married;Primary;No;276;Yes;Yes;Unknown;6;May;157;2;-1;0;Unknown;No
32;Technician;Single;Unknown;No;-170;No;No;Unknown;6;May;46;1;-1;0;Unknown;No
37;Management;Single;Tertiary;No;230;Yes;Yes;Unknown;6;May;374;1;-1;0;Unknown;No
29;Blue-collar;Married;Secondary;No;9;Yes;No;Unknown;6;May;349;1;-1;0;Unknown;No
41;Blue-collar;Married;Secondary;No;946;Yes;No;Unknown;6;May;325;1;-1;0;Unknown;No
45;Blue-collar;Married;Primary;No;1297;Yes;No;Unknown;6;May;233;2;-1;0;Unknown;No
57;Retired;Divorced;Secondary;No;-331;Yes;No;Unknown;6;May;531;1;-1;0;Unknown;No
48;Blue-collar;Single;Secondary;No;44;Yes;No;Unknown;6;May;153;1;-1;0;Unknown;No
60;Retired;Married;Secondary;Yes;15;No;No;Unknown;6;May;80;1;-1;0;Unknown;No
26;Admin;Single;Secondary;No;712;Yes;No;Unknown;6;May;232;1;-1;0;Unknown;No
58;Retired;Married;Secondary;No;5435;Yes;No;Unknown;6;May;118;1;-1;0;Unknown;No
34;Admin;Married;Secondary;No;507;Yes;No;Unknown;6;May;190;1;-1;0;Unknown;No
55;Unemployed;Divorced;Secondary;No;387;Yes;No;Unknown;6;May;918;1;-1;0;Unknown;Yes
41;Blue-collar;Married;Primary;No;0;Yes;Yes;Unknown;6;May;238;1;-1;0;Unknown;No
50;Management;Divorced;Secondary;No;1716;Yes;No;Unknown;6;May;82;1;-1;0;Unknown;No
49;Entrepreneur;Married;Secondary;No;167;Yes;Yes;Unknown;6;May;198;3;-1;0;Unknown;No
44;Admin;Married;Unknown;No;40;No;Yes;Unknown;6;May;160;2;-1;0;Unknown;No
44;Blue-collar;Married;Primary;No;148;Yes;No;Unknown;6;May;211;1;-1;0;Unknown;No
31;Technician;Married;Secondary;No;17;Yes;Yes;Unknown;6;May;120;1;-1;0;Unknown;No
34;Blue-collar;Single;Tertiary;No;1011;Yes;No;Unknown;6;May;136;1;-1;0;Unknown;No
46;Management;Single;Unknown;No;1527;Yes;No;Unknown;6;May;269;1;-1;0;Unknown;No
42;Management;Married;Tertiary;No;744;No;No;Unknown;6;May;157;1;-1;0;Unknown;No
52;Admin;Married;Secondary;No;484;Yes;No;Unknown;6;May;128;1;-1;0;Unknown;No
29;Management;Single;Tertiary;No;0;Yes;No;Unknown;6;May;211;1;-1;0;Unknown;No
53;Retired;Married;Primary;No;136;Yes;No;Unknown;6;May;267;2;-1;0;Unknown;No
43;Blue-collar;Married;Secondary;No;1335;Yes;No;Unknown;6;May;371;2;-1;0;Unknown;No
38;Management;Married;Secondary;No;517;Yes;No;Unknown;6;May;288;2;-1;0;Unknown;No
46;Management;Married;Tertiary;No;459;Yes;No;Unknown;6;May;221;1;-1;0;Unknown;No
48;Management;Divorced;Unknown;No;549;Yes;No;Unknown;6;May;427;1;-1;0;Unknown;No
30;Admin;Divorced;Secondary;No;83;Yes;Yes;Unknown;6;May;310;1;-1;0;Unknown;No
44;Blue-collar;Married;Primary;No;213;No;No;Unknown;6;May;158;1;-1;0;Unknown;No
31;Housemaid;Married;Primary;No;203;Yes;No;Unknown;6;May;604;3;-1;0;Unknown;No
42;Services;Single;Secondary;No;518;Yes;No;Unknown;6;May;198;1;-1;0;Unknown;No
40;Management;Single;Tertiary;No;3877;Yes;No;Unknown;6;May;145;1;-1;0;Unknown;No
52;Admin;Married;Secondary;No;1236;Yes;No;Unknown;6;May;247;1;-1;0;Unknown;No
45;Blue-collar;Divorced;Secondary;No;756;Yes;No;Unknown;6;May;179;2;-1;0;Unknown;No
48;Blue-collar;Married;Secondary;No;157;Yes;No;Unknown;6;May;73;1;-1;0;Unknown;No
45;Blue-collar;Married;Primary;No;-66;Yes;No;Unknown;6;May;263;2;-1;0;Unknown;No
34;Blue-collar;Married;Unknown;No;245;Yes;No;Unknown;6;May;13;1;-1;0;Unknown;No
34;Blue-collar;Married;Primary;No;-144;Yes;No;Unknown;6;May;79;2;-1;0;Unknown;No
46;Blue-collar;Married;Secondary;No;71;Yes;No;Unknown;6;May;416;1;-1;0;Unknown;No
49;Services;Divorced;Secondary;No;505;Yes;No;Unknown;6;May;162;1;-1;0;Unknown;No
50;Technician;Married;Primary;No;249;Yes;No;Unknown;6;May;129;1;-1;0;Unknown;No
34;Admin;Single;Secondary;No;0;Yes;No;Unknown;6;May;150;1;-1;0;Unknown;No
40;Unemployed;Single;Secondary;No;11;Yes;No;Unknown;6;May;43;1;-1;0;Unknown;No
36;Admin;Married;Secondary;No;639;Yes;No;Unknown;6;May;191;1;-1;0;Unknown;No
59;Blue-collar;Divorced;Unknown;No;124;Yes;No;Unknown;6;May;26;1;-1;0;Unknown;No
45;Blue-collar;Married;Secondary;No;82;Yes;No;Unknown;6;May;250;1;-1;0;Unknown;No
36;Self-employed;Married;Tertiary;No;107;Yes;No;Unknown;6;May;146;1;-1;0;Unknown;No
56;Services;Married;Secondary;No;473;Yes;No;Unknown;6;May;416;1;-1;0;Unknown;No
42;Services;Divorced;Secondary;No;372;Yes;Yes;Unknown;6;May;121;2;-1;0;Unknown;No
