Age;Job;Marital;Education;Default;Balance;Housing;Loan;Contact;Day;Month;Duration;Campaign;Pdays;Previous;Poutcome;Y
27;Admin;Single;Tertiary;No;3672;Yes;No;Cellular;15;May;157;2;351;5;Failure;No
43;Blue-collar;Married;Primary;No;46;Yes;No;Cellular;15;May;38;7;332;6;Failure;No
59;Blue-collar;Married;Secondary;No;437;Yes;No;Telephone;15;May;73;4;-1;0;Unknown;No
56;Blue-collar;Married;Primary;No;827;Yes;No;Telephone;15;May;462;4;-1;0;Unknown;Yes
26;Blue-collar;Single;Secondary;No;474;Yes;No;Cellular;15;May;504;2;-1;0;Unknown;No
28;Student;Married;Tertiary;No;327;Yes;No;Cellular;15;May;104;3;-1;0;Unknown;No
34;Services;Married;Secondary;No;190;Yes;No;Cellular;15;May;121;3;-1;0;Unknown;No
30;Technician;Married;Secondary;No;3123;Yes;No;Cellular;15;May;49;2;333;5;Other;No
27;Student;Single;Tertiary;No;4869;Yes;No;Cellular;15;May;258;2;343;4;Other;No
33;Technician;Single;Secondary;No;930;Yes;No;Cellular;15;May;163;5;359;1;Failure;No
42;Blue-collar;Married;Primary;No;-336;Yes;No;Telephone;15;May;12;6;-1;0;Unknown;No
33;Admin;Single;Primary;No;-258;Yes;No;Cellular;15;May;158;2;352;2;Failure;No
33;Blue-collar;Married;Secondary;No;-63;Yes;No;Cellular;15;May;126;2;350;1;Failure;No
32;Self-employed;Married;Secondary;No;329;Yes;No;Telephone;15;May;166;4;-1;0;Unknown;No
42;Technician;Married;Tertiary;No;-378;Yes;Yes;Cellular;15;May;11;7;330;2;Failure;No
33;Blue-collar;Single;Primary;No;577;Yes;No;Cellular;15;May;59;4;-1;0;Unknown;No
35;Blue-collar;Married;Secondary;No;205;Yes;Yes;Cellular;15;May;1313;7;312;1;Failure;Yes
35;Management;Married;Tertiary;Yes;-10;Yes;No;Cellular;15;May;168;2;364;1;Other;No
38;Admin;Married;Secondary;No;1949;Yes;No;Cellular;15;May;157;3;-1;0;Unknown;No
32;Management;Single;Tertiary;No;6542;Yes;No;Cellular;15;May;1598;4;175;5;Failure;Yes
31;Management;Married;Tertiary;No;1010;Yes;No;Cellular;15;May;385;3;364;9;Other;No
38;Entrepreneur;Married;Secondary;No;157;No;Yes;Cellular;15;May;57;11;366;1;Other;No
24;Blue-collar;Single;Secondary;No;1690;Yes;Yes;Cellular;15;May;543;3;350;3;Failure;No
32;Blue-collar;Single;Secondary;No;217;Yes;No;Cellular;15;May;692;3;-1;0;Unknown;Yes
33;Management;Married;Tertiary;No;5792;Yes;No;Cellular;18;May;55;2;-1;0;Unknown;No
37;Blue-collar;Married;Secondary;No;2016;Yes;Yes;Cellular;18;May;20;6;-1;0;Unknown;No
33;Admin;Single;Tertiary;No;701;Yes;No;Cellular;18;May;59;2;-1;0;Unknown;No
60;Management;Divorced;Tertiary;No;-4057;Yes;No;Cellular;18;May;242;6;-1;0;Unknown;No
38;Blue-collar;Married;Primary;No;1428;Yes;No;Telephone;18;May;33;5;-1;0;Unknown;No
26;Services;Married;Secondary;No;0;Yes;No;Cellular;18;May;130;4;-1;0;Unknown;No
32;Management;Married;Tertiary;No;91;No;No;Cellular;18;May;126;2;356;2;Failure;No
54;Blue-collar;Married;Secondary;No;1777;Yes;No;Cellular;18;May;13;5;178;6;Success;No
56;Services;Married;Secondary;No;6503;Yes;Yes;Cellular;18;May;27;6;-1;0;Unknown;No
38;Technician;Married;Secondary;No;525;Yes;Yes;Telephone;18;May;15;7;178;1;Other;No
52;Admin;Married;Secondary;No;2323;Yes;No;Cellular;18;May;45;4;-1;0;Unknown;No
38;Management;Divorced;Tertiary;No;4335;Yes;No;Cellular;18;May;157;7;179;1;Failure;No
34;Technician;Married;Tertiary;No;3743;Yes;No;Cellular;18;May;722;4;-1;0;Unknown;Yes
40;Blue-collar;Single;Primary;No;-21;No;No;Cellular;18;May;68;2;368;3;Failure;No
34;Blue-collar;Single;Tertiary;No;-303;Yes;No;Cellular;18;May;17;5;355;2;Failure;No
51;Technician;Married;Secondary;No;614;Yes;No;Cellular;18;May;9;4;-1;0;Unknown;No
47;Blue-collar;Single;Primary;No;159;Yes;No;Cellular;18;May;7;6;357;13;Other;No
57;Blue-collar;Married;Secondary;No;1521;Yes;Yes;Cellular;18;May;102;2;178;5;Failure;No
22;Services;Single;Secondary;No;250;Yes;No;Cellular;18;May;117;3;-1;0;Unknown;No
39;Services;Married;Secondary;No;117;Yes;No;Cellular;18;May;1032;2;-1;0;Unknown;Yes
28;Blue-collar;Single;Secondary;No;171;Yes;No;Cellular;18;May;523;2;-1;0;Unknown;No
24;Blue-collar;Single;Secondary;No;6;Yes;No;Cellular;18;May;16;10;-1;0;Unknown;No
25;Services;Single;Secondary;No;-141;Yes;No;Cellular;18;May;113;2;348;2;Failure;No
59;Blue-collar;Married;Secondary;No;32;Yes;No;Cellular;18;May;201;5;-1;0;Unknown;No
37;Blue-collar;Married;Secondary;No;91;Yes;No;Cellular;18;May;8;5;-1;0;Unknown;No
36;Blue-collar;Married;Primary;No;0;Yes;No;Cellular;18;May;8;7;-1;0;Unknown;No
29;Blue-collar;Married;Secondary;No;-493;Yes;No;Cellular;18;May;536;2;334;4;Failure;Yes
29;Services;Single;Secondary;No;-79;Yes;Yes;Cellular;18;May;16;4;355;4;Other;No
28;Admin;Single;Secondary;No;3029;Yes;No;Cellular;18;May;58;6;-1;0;Unknown;No
35;Blue-collar;Married;Secondary;No;3181;Yes;No;Cellular;18;May;28;6;-1;0;Unknown;No
48;Services;Divorced;Secondary;No;142;Yes;No;Cellular;18;May;11;10;-1;0;Unknown;No
29;Technician;Single;Secondary;No;-2;Yes;Yes;Cellular;18;May;9;5;-1;0;Unknown;No
37;Housemaid;Single;Secondary;No;465;Yes;No;Cellular;18;May;899;3;-1;0;Unknown;Yes
35;Management;Single;Tertiary;No;13;Yes;No;Cellular;18;May;17;8;178;5;Other;No
28;Admin;Married;Secondary;No;788;Yes;No;Cellular;18;May;11;14;-1;0;Unknown;No
37;Housemaid;Married;Primary;No;254;Yes;No;Telephone;18;May;16;6;-1;0;Unknown;No
33;Management;Single;Tertiary;No;62;Yes;No;Cellular;18;May;473;3;-1;0;Unknown;Yes
34;Admin;Married;Secondary;No;95;Yes;No;Cellular;18;May;114;4;364;22;Other;No
29;Services;Single;Secondary;No;23;Yes;Yes;Cellular;18;May;159;3;371;2;Other;No
27;Services;Single;Secondary;No;504;Yes;No;Cellular;18;May;106;5;362;8;Other;No
25;Services;Married;Secondary;No;4522;Yes;No;Cellular;18;May;177;4;-1;0;Unknown;No
47;Technician;Divorced;Secondary;No;22;No;No;Cellular;18;May;17;6;-1;0;Unknown;No
28;Technician;Single;Secondary;No;1589;Yes;No;Cellular;18;May;359;5;-1;0;Unknown;No
54;Blue-collar;Divorced;Secondary;No;244;Yes;Yes;Cellular;18;May;9;11;350;11;Other;No
54;Management;Divorced;Tertiary;No;0;Yes;No;Telephone;18;May;17;11;-1;0;Unknown;No
37;Blue-collar;Single;Tertiary;No;481;No;No;Cellular;18;May;11;8;-1;0;Unknown;No
23;Housemaid;Single;Primary;No;93;Yes;No;Cellular;18;May;70;3;-1;0;Unknown;No
34;Blue-collar;Married;Primary;No;-703;Yes;No;Cellular;18;May;160;2;-1;0;Unknown;No
49;Blue-collar;Married;Primary;No;490;Yes;No;Telephone;18;May;19;5;364;2;Failure;No
26;Admin;Single;Secondary;No;141;Yes;No;Cellular;18;May;19;4;349;6;Other;No
54;Self-employed;Divorced;Primary;No;4382;Yes;No;Telephone;18;May;193;4;-1;0;Unknown;No
30;Blue-collar;Married;Secondary;No;-28;Yes;No;Cellular;18;May;284;2;371;1;Failure;No
32;Blue-collar;Married;Secondary;No;36;Yes;No;Cellular;18;May;116;4;-1;0;Unknown;No
27;Admin;Married;Secondary;No;0;Yes;Yes;Cellular;18;May;157;5;-1;0;Unknown;No
37;Blue-collar;Divorced;Secondary;No;333;Yes;No;Telephone;18;May;73;6;-1;0;Unknown;No
33;Blue-collar;Married;Secondary;No;523;Yes;No;Cellular;18;May;18;5;360;5;Failure;No
35;Blue-collar;Married;Primary;No;2281;Yes;No;Cellular;18;May;126;2;362;1;Other;No
28;Blue-collar;Single;Secondary;No;2486;Yes;No;Telephone;18;May;26;5;354;1;Success;No
30;Management;Married;Tertiary;No;1022;Yes;No;Cellular;18;May;97;2;298;1;Failure;No
48;Blue-collar;Married;Primary;No;750;Yes;No;Cellular;18;May;90;6;-1;0;Unknown;No
44;Admin;Married;Secondary;No;-314;No;No;Cellular;18;May;144;3;-1;0;Unknown;No
34;Blue-collar;Married;Primary;No;428;Yes;No;Cellular;18;May;59;2;-1;0;Unknown;No
29;Services;Single;Secondary;No;9;Yes;No;Cellular;18;May;19;5;-1;0;Unknown;No
30;Admin;Single;Secondary;No;127;Yes;No;Cellular;18;May;16;6;368;1;Other;No
38;Technician;Divorced;Secondary;No;1559;Yes;No;Cellular;18;May;22;6;179;10;Failure;No
31;Blue-collar;Single;Secondary;No;512;Yes;No;Cellular;18;May;44;8;-1;0;Unknown;No
32;Services;Married;Secondary;No;1977;Yes;Yes;Cellular;18;May;44;4;-1;0;Unknown;No
32;Blue-collar;Married;Primary;No;-283;Yes;No;Cellular;18;May;24;2;349;2;Other;No
33;Services;Married;Secondary;No;2533;Yes;No;Cellular;18;May;16;6;180;2;Other;No
35;Blue-collar;Married;Secondary;No;305;Yes;No;Cellular;18;May;7;7;367;25;Failure;No
30;Services;Single;Secondary;No;0;Yes;No;Cellular;18;May;131;6;363;9;Failure;No
31;Blue-collar;Married;Primary;No;54;Yes;No;Cellular;18;May;239;6;-1;0;Unknown;No
44;Admin;Married;Secondary;No;185;Yes;No;Cellular;18;May;27;7;-1;0;Unknown;No
57;Housemaid;Married;Primary;No;151;Yes;No;Cellular;18;May;14;4;-1;0;Unknown;No
23;Entrepreneur;Single;Secondary;No;1128;Yes;No;Cellular;18;May;77;3;-1;0;Unknown;No
28;Technician;Married;Secondary;No;1944;Yes;No;Telephone;18;May;21;7;-1;0;Unknown;No
31;Admin;Divorced;Secondary;No;11;Yes;No;Cellular;18;May;17;7;350;9;Other;No
37;Admin;Single;Secondary;No;31;Yes;No;Cellular;18;May;15;9;-1;0;Unknown;No
48;Blue-collar;Married;Secondary;No;5089;Yes;No;Cellular;18;May;30;7;-1;0;Unknown;No
31;Services;Divorced;Secondary;No;39;Yes;No;Cellular;18;May;13;8;-1;0;Unknown;No
31;Technician;Single;Secondary;No;1447;Yes;No;Cellular;18;May;236;3;178;15;Failure;No
40;Admin;Single;Secondary;No;2040;Yes;No;Cellular;18;May;906;2;350;2;Failure;Yes
40;Services;Married;Secondary;No;191;Yes;No;Cellular;18;May;201;2;293;6;Other;No
23;Student;Married;Tertiary;Yes;-230;Yes;No;Cellular;18;May;259;2;-1;0;Unknown;No
23;Blue-collar;Single;Secondary;No;39;Yes;No;Cellular;18;May;76;1;-1;0;Unknown;No
32;Blue-collar;Married;Tertiary;No;143;Yes;Yes;Cellular;18;May;90;1;-1;0;Unknown;No
36;Admin;Single;Secondary;No;507;Yes;No;Cellular;18;May;264;1;300;2;Success;No
24;Blue-collar;Single;Primary;No;2129;Yes;Yes;Telephone;18;May;51;1;-1;0;Unknown;No
24;Technician;Single;Secondary;Yes;-1329;Yes;No;Cellular;18;May;50;1;356;2;Other;No
32;Technician;Single;Secondary;No;483;Yes;Yes;Cellular;18;May;35;6;-1;0;Unknown;No
30;Technician;Married;Secondary;No;769;Yes;No;Cellular;18;May;10;4;-1;0;Unknown;No
54;Blue-collar;Divorced;Primary;No;215;Yes;No;Cellular;18;May;34;7;348;5;Failure;No
29;Blue-collar;Married;Secondary;No;-95;Yes;No;Cellular;18;May;164;1;370;1;Failure;No
27;Admin;Single;Secondary;No;0;Yes;No;Cellular;18;May;552;5;-1;0;Unknown;No
33;Technician;Married;Secondary;No;1844;Yes;Yes;Cellular;18;May;380;1;-1;0;Unknown;No
36;Entrepreneur;Single;Tertiary;No;145;Yes;No;Cellular;18;May;450;2;304;2;Success;No
28;Student;Single;Secondary;No;404;Yes;No;Cellular;18;May;33;2;367;4;Other;No
35;Management;Single;Tertiary;No;331;Yes;No;Cellular;18;May;30;5;-1;0;Unknown;No
31;Blue-collar;Married;Primary;No;263;Yes;No;Cellular;18;May;75;4;-1;0;Unknown;No
23;Services;Single;Secondary;No;-229;Yes;Yes;Cellular;18;May;557;1;-1;0;Unknown;No
23;Admin;Married;Secondary;No;349;Yes;No;Cellular;18;May;108;1;-1;0;Unknown;No
24;Technician;Single;Secondary;No;-232;Yes;No;Cellular;18;May;108;1;-1;0;Unknown;No
28;Blue-collar;Married;Primary;No;3267;Yes;Yes;Telephone;18;May;40;1;-1;0;Unknown;No
34;Blue-collar;Single;Primary;No;464;Yes;No;Cellular;18;May;173;1;299;2;Other;No
31;Admin;Single;Secondary;No;-449;Yes;No;Cellular;18;May;197;1;355;2;Failure;No
28;Services;Single;Secondary;No;1636;Yes;No;Cellular;18;May;97;1;355;2;Failure;No
32;Management;Married;Tertiary;No;477;Yes;No;Telephone;18;May;87;6;178;5;Failure;No
50;Entrepreneur;Married;Tertiary;No;433;Yes;No;Cellular;18;May;47;4;-1;0;Unknown;No
24;Technician;Single;Secondary;No;81;Yes;No;Cellular;18;May;333;1;-1;0;Unknown;No
27;Management;Single;Tertiary;No;3347;No;No;Cellular;18;May;311;1;-1;0;Unknown;No
33;Services;Married;Secondary;No;7;Yes;Yes;Cellular;18;May;55;1;-1;0;Unknown;No
22;Services;Single;Secondary;No;344;Yes;No;Cellular;18;May;347;1;-1;0;Unknown;Yes
34;Blue-collar;Married;Primary;No;3868;Yes;No;Cellular;18;May;134;1;350;1;Failure;No
32;Blue-collar;Single;Secondary;No;33;Yes;No;Cellular;18;May;125;1;368;4;Failure;No
32;Management;Single;Tertiary;No;347;Yes;No;Cellular;18;May;213;1;264;6;Failure;No
32;Services;Single;Secondary;No;545;Yes;No;Cellular;18;May;192;1;180;1;Failure;No
36;Management;Single;Tertiary;No;10773;Yes;No;Cellular;18;May;89;1;-1;0;Unknown;No
33;Management;Single;Tertiary;No;2667;Yes;No;Cellular;18;May;57;1;180;3;Failure;No
43;Blue-collar;Married;Primary;No;714;Yes;No;Cellular;18;May;16;6;362;28;Failure;No
26;Blue-collar;Single;Secondary;No;384;Yes;No;Cellular;18;May;16;1;364;2;Other;No
24;Services;Single;Secondary;No;-92;Yes;No;Cellular;18;May;245;1;-1;0;Unknown;No
41;Blue-collar;Married;Primary;No;-75;Yes;No;Cellular;18;May;115;1;-1;0;Unknown;No
32;Technician;Single;Secondary;No;230;Yes;No;Cellular;18;May;442;1;266;8;Failure;Yes
32;Self-employed;Married;Secondary;No;-33;Yes;No;Cellular;18;May;158;1;355;3;Failure;No
31;Technician;Single;Secondary;No;-348;Yes;No;Cellular;18;May;410;1;-1;0;Unknown;No
26;Technician;Single;Secondary;No;3519;Yes;No;Cellular;18;May;283;1;-1;0;Unknown;No
35;Blue-collar;Married;Secondary;No;1312;Yes;No;Cellular;18;May;224;1;-1;0;Unknown;No
25;Admin;Single;Secondary;No;845;Yes;No;Cellular;18;May;217;1;370;1;Failure;No
30;Admin;Single;Secondary;No;1450;Yes;No;Cellular;18;May;298;1;355;1;Failure;No
37;Blue-collar;Single;Secondary;No;6281;Yes;No;Cellular;18;May;242;1;-1;0;Unknown;No
27;Services;Married;Secondary;No;54;Yes;No;Cellular;18;May;97;1;370;1;Failure;No
33;Services;Married;Secondary;No;-52;Yes;No;Cellular;18;May;278;1;-1;0;Unknown;No
36;Entrepreneur;Married;Secondary;No;1163;Yes;No;Cellular;18;May;420;7;363;1;Failure;No
29;Admin;Single;Secondary;No;543;Yes;Yes;Cellular;18;May;166;1;349;5;Other;No
41;Services;Married;Primary;No;4903;Yes;No;Cellular;18;May;155;1;180;2;Failure;No
56;Management;Divorced;Tertiary;No;2959;Yes;No;Telephone;18;May;325;1;-1;0;Unknown;No
33;Admin;Single;Secondary;No;1277;Yes;No;Cellular;18;May;827;1;-1;0;Unknown;Yes
32;Services;Single;Tertiary;No;748;Yes;No;Cellular;18;May;166;2;357;2;Other;No
33;Entrepreneur;Married;Tertiary;No;964;Yes;No;Cellular;18;May;97;1;180;3;Failure;No
30;Technician;Single;Secondary;No;120;Yes;No;Cellular;18;May;74;1;-1;0;Unknown;No
33;Blue-collar;Married;Secondary;No;4996;Yes;No;Cellular;18;May;15;9;363;2;Failure;No
35;Blue-collar;Married;Primary;No;2490;Yes;No;Cellular;18;May;170;1;180;3;Failure;No
33;Blue-collar;Married;Secondary;No;1219;Yes;No;Cellular;18;May;51;3;367;4;Other;No
26;Management;Single;Tertiary;Yes;-130;Yes;No;Cellular;18;May;216;1;-1;0;Unknown;No
48;Management;Single;Tertiary;No;336;Yes;No;Cellular;18;May;17;1;369;4;Other;No
31;Blue-collar;Married;Primary;No;1654;Yes;No;Cellular;18;May;288;1;-1;0;Unknown;No
27;Blue-collar;Single;Primary;No;-579;Yes;No;Cellular;18;May;220;1;367;3;Failure;No
43;Blue-collar;Married;Secondary;No;95;Yes;No;Cellular;18;May;296;1;-1;0;Unknown;No
26;Student;Single;Tertiary;No;251;Yes;No;Cellular;18;May;12;5;-1;0;Unknown;No
37;Admin;Divorced;Unknown;No;471;Yes;No;Cellular;18;May;200;1;-1;0;Unknown;No
31;Technician;Married;Tertiary;No;4575;Yes;No;Telephone;18;May;28;1;-1;0;Unknown;No
28;Management;Single;Tertiary;No;788;Yes;Yes;Cellular;18;May;169;1;-1;0;Unknown;No
31;Management;Single;Tertiary;No;62;Yes;No;Cellular;18;May;175;1;293;5;Failure;No
32;Admin;Single;Secondary;No;396;Yes;No;Cellular;18;May;88;1;364;1;Failure;No
33;Admin;Single;Secondary;No;2717;Yes;No;Cellular;18;May;185;1;-1;0;Unknown;No
24;Services;Single;Secondary;No;258;Yes;No;Cellular;18;May;248;1;-1;0;Unknown;No
29;Blue-collar;Married;Secondary;No;104;Yes;No;Cellular;18;May;903;4;-1;0;Unknown;Yes
43;Management;Single;Tertiary;No;776;No;No;Telephone;18;May;52;9;-1;0;Unknown;No
34;Self-employed;Single;Secondary;No;55;Yes;No;Cellular;18;May;155;1;-1;0;Unknown;No
40;Blue-collar;Married;Primary;No;2502;Yes;No;Cellular;18;May;205;1;-1;0;Unknown;No
23;Student;Single;Secondary;No;1029;Yes;No;Cellular;18;May;68;1;-1;0;Unknown;No
35;Blue-collar;Married;Primary;No;1749;Yes;No;Cellular;18;May;63;5;363;11;Other;No
44;Management;Divorced;Secondary;No;5757;Yes;No;Cellular;18;May;114;1;-1;0;Unknown;No
37;Admin;Divorced;Secondary;No;5768;Yes;No;Cellular;18;May;297;1;-1;0;Unknown;No
53;Services;Single;Secondary;No;1162;Yes;No;Cellular;18;May;185;1;178;1;Failure;No
43;Entrepreneur;Married;Secondary;No;-480;Yes;Yes;Cellular;18;May;1126;1;350;6;Failure;No
33;Admin;Single;Secondary;No;2557;Yes;No;Cellular;18;May;186;1;-1;0;Unknown;No
29;Technician;Single;Secondary;No;534;Yes;No;Cellular;18;May;382;1;-1;0;Unknown;No
42;Blue-collar;Single;Unknown;No;961;Yes;No;Cellular;18;May;10;6;354;1;Failure;No
23;Services;Single;Secondary;No;250;Yes;No;Cellular;18;May;222;1;-1;0;Unknown;No
44;Entrepreneur;Married;Primary;No;1434;Yes;No;Cellular;18;May;284;3;-1;0;Unknown;No
29;Management;Single;Tertiary;No;4210;Yes;No;Cellular;18;May;119;1;-1;0;Unknown;No
40;Entrepreneur;Married;Secondary;No;285;No;No;Cellular;18;May;261;1;178;1;Failure;No
29;Blue-collar;Married;Primary;No;248;Yes;No;Cellular;18;May;113;1;-1;0;Unknown;No
32;Blue-collar;Single;Secondary;No;218;Yes;No;Cellular;18;May;134;1;-1;0;Unknown;No
33;Management;Married;Secondary;No;588;Yes;No;Cellular;18;May;11;5;-1;0;Unknown;No
58;Blue-collar;Married;Secondary;No;1075;Yes;No;Cellular;18;May;42;1;-1;0;Unknown;No
44;Blue-collar;Single;Primary;No;343;Yes;Yes;Cellular;18;May;19;7;-1;0;Unknown;No
27;Blue-collar;Married;Secondary;No;30;No;Yes;Cellular;18;May;110;1;334;4;Other;No
29;Technician;Single;Secondary;No;706;Yes;No;Cellular;18;May;1340;1;-1;0;Unknown;Yes
42;Blue-collar;Married;Secondary;No;429;Yes;No;Cellular;18;May;110;1;370;1;Failure;No
25;Blue-collar;Single;Secondary;No;764;Yes;No;Cellular;18;May;455;1;-1;0;Unknown;No
31;Blue-collar;Married;Primary;No;224;Yes;No;Cellular;18;May;119;1;-1;0;Unknown;No
27;Management;Single;Secondary;No;565;Yes;No;Cellular;18;May;170;2;346;11;Failure;No
26;Self-employed;Single;Tertiary;No;16563;Yes;No;Cellular;18;May;245;1;-1;0;Unknown;No
33;Blue-collar;Single;Secondary;No;-320;No;No;Cellular;18;May;268;2;-1;0;Unknown;No
37;Blue-collar;Married;Secondary;No;-100;Yes;No;Cellular;18;May;108;2;349;2;Failure;No
27;Blue-collar;Single;Primary;No;5;Yes;No;Cellular;18;May;182;1;-1;0;Unknown;No
24;Blue-collar;Single;Secondary;No;174;Yes;Yes;Cellular;18;May;487;1;-1;0;Unknown;Yes
31;Management;Single;Secondary;No;360;Yes;No;Cellular;18;May;309;1;-1;0;Unknown;Yes
29;Admin;Single;Secondary;No;305;Yes;No;Cellular;18;May;18;4;304;1;Failure;No
24;Technician;Single;Secondary;No;135;Yes;Yes;Cellular;18;May;250;1;-1;0;Unknown;No
32;Services;Single;Secondary;Yes;687;Yes;No;Cellular;18;May;154;1;-1;0;Unknown;No
31;Blue-collar;Single;Secondary;No;239;Yes;No;Cellular;18;May;666;1;360;1;Success;Yes
28;Admin;Single;Secondary;No;2290;Yes;No;Cellular;18;May;2301;1;-1;0;Unknown;Yes
32;Technician;Single;Tertiary;No;-770;Yes;No;Cellular;18;May;618;1;-1;0;Unknown;Yes
41;Admin;Divorced;Secondary;No;1967;Yes;No;Cellular;18;May;115;1;341;1;Failure;No
38;Blue-collar;Single;Primary;No;378;Yes;No;Cellular;18;May;169;1;-1;0;Unknown;No
30;Technician;Married;Secondary;No;1211;Yes;No;Cellular;18;May;176;1;-1;0;Unknown;No
24;Admin;Single;Secondary;No;120;Yes;No;Cellular;18;May;145;1;-1;0;Unknown;No
25;Blue-collar;Married;Secondary;No;148;Yes;No;Cellular;18;May;119;1;-1;0;Unknown;No
24;Services;Single;Secondary;No;414;Yes;No;Cellular;18;May;493;1;370;1;Other;Yes
31;Blue-collar;Married;Secondary;No;255;Yes;Yes;Cellular;18;May;295;1;-1;0;Unknown;No
29;Housemaid;Married;Tertiary;No;96;Yes;No;Cellular;18;May;226;1;-1;0;Unknown;No
27;Technician;Married;Secondary;No;876;Yes;No;Cellular;18;May;268;1;355;1;Failure;No
43;Blue-collar;Married;Primary;No;249;Yes;No;Cellular;18;May;33;5;298;2;Other;No
30;Blue-collar;Single;Secondary;No;3950;Yes;No;Telephone;18;May;152;4;370;3;Other;No
41;Blue-collar;Divorced;Primary;No;-129;Yes;No;Cellular;18;May;176;1;-1;0;Unknown;No
44;Admin;Married;Secondary;No;1042;Yes;No;Cellular;18;May;136;1;-1;0;Unknown;No
44;Blue-collar;Married;Primary;No;401;Yes;No;Cellular;18;May;41;1;-1;0;Unknown;No
36;Management;Single;Tertiary;No;1496;Yes;No;Cellular;18;May;40;1;269;4;Failure;No
31;Management;Married;Tertiary;No;301;Yes;No;Cellular;18;May;34;6;-1;0;Unknown;No
26;Blue-collar;Married;Secondary;No;160;Yes;No;Cellular;18;May;252;4;-1;0;Unknown;No
26;Blue-collar;Single;Secondary;No;330;Yes;No;Cellular;18;May;156;1;348;1;Failure;No
33;Blue-collar;Married;Primary;No;80;Yes;No;Cellular;18;May;126;1;-1;0;Unknown;No
47;Technician;Married;Secondary;No;179;Yes;No;Cellular;18;May;55;1;-1;0;Unknown;No
57;Admin;Married;Secondary;No;403;Yes;No;Cellular;18;May;603;1;340;2;Other;Yes
32;Admin;Single;Secondary;No;211;Yes;No;Cellular;18;May;114;1;-1;0;Unknown;No
29;Technician;Single;Secondary;No;1856;Yes;Yes;Cellular;18;May;134;1;-1;0;Unknown;No
30;Services;Single;Secondary;No;438;Yes;No;Cellular;18;May;98;1;178;1;Failure;No
44;Blue-collar;Married;Secondary;No;2979;Yes;No;Cellular;18;May;18;5;178;3;Other;No
23;Services;Single;Secondary;No;495;Yes;Yes;Cellular;18;May;302;1;-1;0;Unknown;No
27;Blue-collar;Single;Secondary;No;513;Yes;Yes;Cellular;18;May;351;1;-1;0;Unknown;Yes
31;Admin;Single;Tertiary;No;493;Yes;No;Cellular;18;May;158;1;-1;0;Unknown;No
30;Services;Single;Secondary;No;631;Yes;No;Cellular;18;May;98;1;-1;0;Unknown;No
28;Admin;Single;Secondary;No;-36;Yes;No;Cellular;18;May;379;1;-1;0;Unknown;No
28;Services;Single;Secondary;No;290;Yes;No;Cellular;18;May;128;1;-1;0;Unknown;No
32;Management;Single;Tertiary;No;7290;Yes;No;Cellular;18;May;357;1;-1;0;Unknown;Yes
40;Blue-collar;Married;Unknown;No;247;Yes;No;Cellular;18;May;77;3;-1;0;Unknown;No
28;Blue-collar;Single;Secondary;No;402;Yes;No;Cellular;18;May;632;1;-1;0;Unknown;No
36;Blue-collar;Married;Primary;No;123;Yes;No;Cellular;18;May;9;1;-1;0;Unknown;No
36;Services;Divorced;Tertiary;No;162;Yes;No;Cellular;18;May;69;1;367;6;Other;No
29;Admin;Married;Secondary;No;-211;Yes;No;Cellular;18;May;58;1;-1;0;Unknown;No
36;Admin;Married;Secondary;No;-294;Yes;No;Cellular;18;May;148;1;-1;0;Unknown;No
34;Blue-collar;Married;Primary;No;363;Yes;No;Cellular;18;May;98;5;-1;0;Unknown;No
23;Services;Single;Secondary;No;279;Yes;No;Cellular;18;May;843;1;370;1;Failure;Yes
39;Blue-collar;Married;Secondary;No;4430;Yes;No;Cellular;18;May;13;4;362;1;Other;No
33;Blue-collar;Married;Primary;No;827;Yes;No;Cellular;18;May;18;4;-1;0;Unknown;No
32;Management;Single;Tertiary;No;229;Yes;No;Cellular;18;May;345;1;-1;0;Unknown;No
33;Technician;Single;Tertiary;No;2164;Yes;No;Cellular;18;May;8;11;-1;0;Unknown;No
34;Entrepreneur;Married;Tertiary;No;121;Yes;No;Telephone;18;May;57;6;-1;0;Unknown;No
32;Services;Married;Secondary;No;-489;Yes;Yes;Cellular;18;May;93;1;180;3;Failure;No
30;Blue-collar;Single;Secondary;No;5909;Yes;No;Cellular;18;May;420;2;-1;0;Unknown;Yes
35;Technician;Married;Secondary;No;1092;No;No;Cellular;18;May;132;1;360;1;Failure;No
53;Blue-collar;Divorced;Primary;No;1815;Yes;No;Cellular;18;May;34;1;-1;0;Unknown;No
29;Admin;Single;Secondary;No;200;Yes;No;Cellular;18;May;261;1;-1;0;Unknown;No
33;Services;Single;Secondary;No;1659;Yes;No;Cellular;18;May;133;2;353;6;Failure;No
27;Technician;Married;Tertiary;No;8;Yes;Yes;Cellular;18;May;398;1;370;2;Failure;No
25;Technician;Single;Secondary;No;7103;Yes;No;Cellular;18;May;287;1;-1;0;Unknown;No
29;Technician;Married;Secondary;No;266;Yes;No;Cellular;18;May;208;1;-1;0;Unknown;No
27;Admin;Single;Secondary;No;105;Yes;No;Cellular;18;May;179;1;-1;0;Unknown;No
23;Blue-collar;Single;Secondary;No;4211;Yes;No;Cellular;18;May;434;1;-1;0;Unknown;No
38;Entrepreneur;Single;Tertiary;Yes;-38;Yes;No;Cellular;18;May;119;4;-1;0;Unknown;No
30;Management;Single;Tertiary;No;3410;Yes;No;Cellular;18;May;140;1;-1;0;Unknown;No
